p[0.073, -0.556, 0.2, 2.1, 2.25, 0]
p[0.068, -0.555, 0.2, 2.1, 2.25, 0]
p[0.063, -0.552, 0.2, 2.1, 2.25, 0]
p[0.065, -0.548, 0.2, 2.1, 2.25, 0]
p[0.070, -0.546, 0.2, 2.1, 2.25, 0]
p[0.068, -0.563, 0.2, 2.1, 2.25, 0]
p[0.064, -0.563, 0.2, 2.1, 2.25, 0]
p[0.058, -0.562, 0.2, 2.1, 2.25, 0]
p[0.054, -0.562, 0.2, 2.1, 2.25, 0]
p[0.050, -0.562, 0.2, 2.1, 2.25, 0]
p[0.048, -0.562, 0.2, 2.1, 2.25, 0]
p[0.052, -0.566, 0.2, 2.1, 2.25, 0]
p[0.056, -0.569, 0.2, 2.1, 2.25, 0]
p[0.060, -0.571, 0.2, 2.1, 2.25, 0]
p[0.065, -0.574, 0.2, 2.1, 2.25, 0]
p[0.070, -0.577, 0.2, 2.1, 2.25, 0]
p[0.075, -0.578, 0.2, 2.1, 2.25, 0]
p[0.080, -0.577, 0.2, 2.1, 2.25, 0]
p[0.084, -0.575, 0.2, 2.1, 2.25, 0]
p[0.088, -0.573, 0.2, 2.1, 2.25, 0]
p[0.092, -0.570, 0.2, 2.1, 2.25, 0]
p[0.095, -0.567, 0.2, 2.1, 2.25, 0]
p[0.099, -0.564, 0.2, 2.1, 2.25, 0]
p[0.103, -0.561, 0.2, 2.1, 2.25, 0]
p[0.101, -0.558, 0.2, 2.1, 2.25, 0]
p[0.095, -0.560, 0.2, 2.1, 2.25, 0]
p[0.090, -0.562, 0.2, 2.1, 2.25, 0]
p[0.084, -0.562, 0.2, 2.1, 2.25, 0]
p[0.078, -0.563, 0.2, 2.1, 2.25, 0]
p[0.074, -0.563, 0.2, 2.1, 2.25, 0]
p[0.044, -0.560, 0.2, 2.1, 2.25, 0]
p[0.157, -0.496, 0.2, 2.1, 2.25, 0]
p[0.162, -0.494, 0.2, 2.1, 2.25, 0]
p[0.166, -0.490, 0.2, 2.1, 2.25, 0]
p[0.169, -0.488, 0.2, 2.1, 2.25, 0]
p[0.171, -0.485, 0.2, 2.1, 2.25, 0]
p[0.174, -0.481, 0.2, 2.1, 2.25, 0]
p[0.177, -0.475, 0.2, 2.1, 2.25, 0]
p[0.178, -0.471, 0.2, 2.1, 2.25, 0]
p[0.178, -0.466, 0.2, 2.1, 2.25, 0]
p[0.178, -0.458, 0.2, 2.1, 2.25, 0]
p[0.178, -0.453, 0.2, 2.1, 2.25, 0]
p[0.175, -0.447, 0.2, 2.1, 2.25, 0]
p[0.173, -0.442, 0.2, 2.1, 2.25, 0]
p[0.170, -0.438, 0.2, 2.1, 2.25, 0]
p[0.166, -0.434, 0.2, 2.1, 2.25, 0]
p[0.162, -0.432, 0.2, 2.1, 2.25, 0]
p[0.158, -0.430, 0.2, 2.1, 2.25, 0]
p[0.154, -0.428, 0.2, 2.1, 2.25, 0]
p[0, -0.6, 0.2, 2.1, 2.25, 0]
